Entity,Code,Year,all years
Werkendam,,2000,25958.0
Werkendam,,2005,26518.0
Werkendam,,2019,26518.0
Werkendam,,2020,26518.0
Wervershoof,,1988,7319.0
Wervershoof,,2000,8457.0
Wervershoof,,2005,8557.0
Wervershoof,,2019,8557.0
Wervershoof,,2020,8557.0
Wessem,,1988,2147.0
Wessem,,2000,2147.0
Wessem,,2005,2147.0
Wessem,,2019,2147.0
Wessem,,2020,2147.0
West Betuwe,,1988,50697.0
West Betuwe,,2000,50697.0
West Betuwe,,2005,50697.0
West Betuwe,,2019,50697.0
West Betuwe,,2020,51128.0
West Maas en Waal,,1988,16711.0
West Maas en Waal,,2000,18092.0
West Maas en Waal,,2005,18315.0
West Maas en Waal,,2019,19076.0
West Maas en Waal,,2020,19324.0
Westerbork,,1988,7669.0
Westerbork,,2000,7669.0
Westerbork,,2005,7669.0
Westerbork,,2019,7669.0
Westerbork,,2020,7669.0
Westerhoven,,1988,1738.0
Westerhoven,,2000,1738.0
Westerhoven,,2005,1738.0
Westerhoven,,2019,1738.0
Westerhoven,,2020,1738.0
Wester-Koggenland,,1988,12689.0
Wester-Koggenland,,2000,13414.0
Wester-Koggenland,,2005,14043.0
Wester-Koggenland,,2019,14043.0
Wester-Koggenland,,2020,14043.0
Westerkwartier,,1988,63031.0
Westerkwartier,,2000,63031.0
Westerkwartier,,2005,63031.0
Westerkwartier,,2019,63031.0
Westerkwartier,,2020,63329.0
Westerschouwen,,1988,5350.0
Westerschouwen,,2000,5350.0
Westerschouwen,,2005,5350.0
Westerschouwen,,2019,5350.0
Westerschouwen,,2020,5350.0
Westerveld,,1988,18888.0
Westerveld,,2000,18888.0
Westerveld,,2005,19131.0
Westerveld,,2019,19348.0
Westerveld,,2020,19460.0
Westervoort,,1988,14827.0
Westervoort,,2000,16225.0
Westervoort,,2005,15945.0
Westervoort,,2019,14944.0
Westervoort,,2020,14971.0
Westerwolde,,1988,25199.0
Westerwolde,,2000,25199.0
Westerwolde,,2005,25199.0
Westerwolde,,2019,25199.0
Westerwolde,,2020,25733.0
Westkapelle,,1988,2668.0
Westkapelle,,2000,2668.0
Westkapelle,,2005,2668.0
Westkapelle,,2019,2668.0
Westkapelle,,2020,2668.0
Westland,,1988,97858.0
Westland,,2000,97858.0
Westland,,2005,97858.0
Westland,,2019,108603.0
Westland,,2020,110375.0
Weststellingwerf,,1988,24576.0
Weststellingwerf,,2000,24990.0
Weststellingwerf,,2005,25958.0
Weststellingwerf,,2019,25840.0
Weststellingwerf,,2020,25914.0
Westvoorne,,1988,13311.0
Westvoorne,,2000,13857.0
Westvoorne,,2005,14243.0
Westvoorne,,2019,14626.0
Westvoorne,,2020,14731.0
Wierden,,1988,22017.0
Wierden,,2000,23392.0
Wierden,,2005,23493.0
Wierden,,2019,24351.0
Wierden,,2020,24446.0
Wieringen,,1988,8078.0
Wieringen,,2000,8297.0
Wieringen,,2005,8582.0
Wieringen,,2019,8582.0
Wieringen,,2020,8582.0
Wieringermeer,,1988,11630.0
Wieringermeer,,2000,12257.0
Wieringermeer,,2005,12496.0
Wieringermeer,,2019,12496.0
Wieringermeer,,2020,12496.0
Wijchen,,1988,32818.0
Wijchen,,2000,38112.0
Wijchen,,2005,39912.0
Wijchen,,2019,40951.0
Wijchen,,2020,41110.0
Wijdemeren,,1988,23298.0
Wijdemeren,,2000,23298.0
Wijdemeren,,2005,23298.0
Wijdemeren,,2019,24013.0
Wijdemeren,,2020,24358.0
Wijdewormer,,1988,1354.0
Wijdewormer,,2000,1354.0
Wijdewormer,,2005,1354.0
Wijdewormer,,2019,1354.0
Wijdewormer,,2020,1354.0
Wijhe,,1988,7236.0
Wijhe,,2000,7639.0
Wijhe,,2005,7639.0
Wijhe,,2019,7639.0
Wijhe,,2020,7639.0
De Wijk,,1988,4781.0
De Wijk,,2000,4781.0
De Wijk,,2005,4781.0
De Wijk,,2019,4781.0
De Wijk,,2020,4781.0
Wijk bij Duurstede,,1988,14974.0
Wijk bij Duurstede,,2000,23079.0
Wijk bij Duurstede,,2005,23580.0
Wijk bij Duurstede,,2019,23762.0
Wijk bij Duurstede,,2020,23914.0
Willemstad,,1988,3349.0
Willemstad,,2000,3349.0
Willemstad,,2005,3349.0
Willemstad,,2019,3349.0
Willemstad,,2020,3349.0
Willeskop,,1988,987.0
Willeskop,,2000,987.0
Willeskop,,2005,987.0
Willeskop,,2019,987.0
Willeskop,,2020,987.0
Wilnis,,1988,6020.0
Wilnis,,2000,6020.0
Wilnis,,2005,6020.0
Wilnis,,2019,6020.0
Wilnis,,2020,6020.0
Winschoten,,1988,19895.0
Winschoten,,2000,18596.0
Winschoten,,2005,18458.0
Winschoten,,2019,18458.0
Winschoten,,2020,18458.0
Winsum,,1988,6485.0
Winsum,,2000,13914.0
Winsum,,2005,14321.0
Winsum,,2019,14321.0
Winsum,,2020,14321.0
Winterswijk,,1988,28011.0
Winterswijk,,2000,28561.0
Winterswijk,,2005,29275.0
Winterswijk,,2019,28903.0
Winterswijk,,2020,28854.0
Wisch,,1988,19993.0
Wisch,,2000,19617.0
Wisch,,2005,19617.0
Wisch,,2019,19617.0
Wisch,,2020,19617.0
Wissenkerke,,1988,3126.0
Wissenkerke,,2000,3126.0
Wissenkerke,,2005,3126.0
Wissenkerke,,2019,3126.0
Wissenkerke,,2020,3126.0
Wittem,,1988,7630.0
Wittem,,2000,7630.0
Wittem,,2005,7630.0
Wittem,,2019,7630.0
Wittem,,2020,7630.0
Woensdrecht,,1988,9955.0
Woensdrecht,,2000,20995.0
Woensdrecht,,2005,21217.0
Woensdrecht,,2019,21866.0
Woensdrecht,,2020,21876.0
Woerden,,1988,27781.0
Woerden,,2000,38095.0
Woerden,,2005,48118.0
Woerden,,2019,52197.0
Woerden,,2020,52299.0
Wognum,,1988,7254.0
Wognum,,2000,7939.0
Wognum,,2005,8130.0
Wognum,,2019,8130.0
Wognum,,2020,8130.0
De Wolden,,1988,23571.0
De Wolden,,2000,23571.0
De Wolden,,2005,23844.0
De Wolden,,2019,24110.0
De Wolden,,2020,24330.0
Wormer,,1988,11240.0
Wormer,,2000,11240.0
Wormer,,2005,11240.0
Wormer,,2019,11240.0
Wormer,,2020,11240.0
Wormerland,,1988,15202.0
Wormerland,,2000,15202.0
Wormerland,,2005,15836.0
Wormerland,,2019,16329.0
Wormerland,,2020,16270.0
Woubrugge,,1988,5142.0
Woubrugge,,2000,5142.0
Woubrugge,,2005,5142.0
Woubrugge,,2019,5142.0
Woubrugge,,2020,5142.0
Woudenberg,,1988,9694.0
Woudenberg,,2000,10914.0
Woudenberg,,2005,11237.0
Woudenberg,,2019,13166.0
Woudenberg,,2020,13362.0
Woudrichem,,1988,13277.0
Woudrichem,,2000,14050.0
Woudrichem,,2005,14404.0
Woudrichem,,2019,14404.0
Woudrichem,,2020,14404.0
Wouw,,1988,8392.0
Wouw,,2000,8392.0
Wouw,,2005,8392.0
Wouw,,2019,8392.0
Wouw,,2020,8392.0
Wûnseradiel,,1988,11516.0
Wûnseradiel,,2000,11804.0
Wûnseradiel,,2005,11881.0
Wûnseradiel,,2019,11881.0
Wûnseradiel,,2020,11881.0
Wymbritseradiel,,1988,14481.0
Wymbritseradiel,,2000,15846.0
Wymbritseradiel,,2005,16354.0
Wymbritseradiel,,2019,16354.0
Wymbritseradiel,,2020,16354.0
Zaanstad,,1988,128833.0
Zaanstad,,2000,135762.0
Zaanstad,,2005,139817.0
Zaanstad,,2019,155885.0
Zaanstad,,2020,156794.0
Zaltbommel,,1988,9480.0
Zaltbommel,,2000,25545.0
Zaltbommel,,2005,26145.0
Zaltbommel,,2019,28451.0
Zaltbommel,,2020,28881.0
't Zandt,,1988,2468.0
't Zandt,,2000,2468.0
't Zandt,,2005,2468.0
't Zandt,,2019,2468.0
't Zandt,,2020,2468.0
Zandvoort,,1988,15575.0
Zandvoort,,2000,15877.0
Zandvoort,,2005,16709.0
Zandvoort,,2019,17011.0
Zandvoort,,2020,17116.0
Zederik,,1988,12936.0
Zederik,,2000,13697.0
Zederik,,2005,13553.0
Zederik,,2019,13553.0
Zederik,,2020,13553.0
Zeeland,,1988,5644.0
Zeeland,,2000,5644.0
Zeeland,,2005,5644.0
Zeeland,,2019,5644.0
Zeeland,,2020,5644.0
Zeevang,,1988,5646.0
Zeevang,,2000,6338.0
Zeevang,,2005,6268.0
Zeevang,,2019,6268.0
Zeevang,,2020,6268.0
Zeewolde,,1988,4552.0
Zeewolde,,2000,17258.0
Zeewolde,,2005,19120.0
Zeewolde,,2019,22309.0
Zeewolde,,2020,22653.0
Zegveld,,1988,2139.0
Zegveld,,2000,2139.0
Zegveld,,2005,2139.0
Zegveld,,2019,2139.0
Zegveld,,2020,2139.0
Zeist,,1988,59727.0
Zeist,,2000,60020.0
Zeist,,2005,60408.0
Zeist,,2019,63934.0
Zeist,,2020,64905.0
Zelhem,,1988,11255.0
Zelhem,,2000,11252.0
Zelhem,,2005,11252.0
Zelhem,,2019,11252.0
Zelhem,,2020,11252.0
Zevenaar,,1988,26495.0
Zevenaar,,2000,26299.0
Zevenaar,,2005,31499.0
Zevenaar,,2019,43488.0
Zevenaar,,2020,43750.0
Zevenbergen,,1988,15463.0
Zevenbergen,,2000,15463.0
Zevenbergen,,2005,15463.0
Zevenbergen,,2019,15463.0
Zevenbergen,,2020,15463.0
Zevenhoven,,1988,2790.0
Zevenhoven,,2000,2790.0
Zevenhoven,,2005,2790.0
Zevenhoven,,2019,2790.0
Zevenhoven,,2020,2790.0
Zevenhuizen,,1988,6388.0
Zevenhuizen,,2000,6388.0
Zevenhuizen,,2005,6388.0
Zevenhuizen,,2019,6388.0
Zevenhuizen,,2020,6388.0
Zevenhuizen-Moerkapelle,,1988,9924.0
Zevenhuizen-Moerkapelle,,2000,9924.0
Zevenhuizen-Moerkapelle,,2005,10270.0
Zevenhuizen-Moerkapelle,,2019,10270.0
Zevenhuizen-Moerkapelle,,2020,10270.0
Zierikzee,,1988,9818.0
Zierikzee,,2000,9818.0
Zierikzee,,2005,9818.0
Zierikzee,,2019,9818.0
Zierikzee,,2020,9818.0
Zijpe,,1988,8652.0
Zijpe,,2000,11155.0
Zijpe,,2005,11484.0
Zijpe,,2019,11484.0
Zijpe,,2020,11484.0
Zoetermeer,,1988,88241.0
Zoetermeer,,2000,109941.0
Zoetermeer,,2005,115792.0
Zoetermeer,,2019,124944.0
Zoetermeer,,2020,125285.0
Zoeterwoude,,1988,8282.0
Zoeterwoude,,2000,8679.0
Zoeterwoude,,2005,8509.0
Zoeterwoude,,2019,8450.0
Zoeterwoude,,2020,8605.0
Zuidhorn,,1988,7554.0
Zuidhorn,,2000,18087.0
Zuidhorn,,2005,18287.0
Zuidhorn,,2019,18287.0
Zuidhorn,,2020,18287.0
Zuidlaren,,1988,10648.0
Zuidlaren,,2000,10648.0
Zuidlaren,,2005,10648.0
Zuidlaren,,2019,10648.0
Zuidlaren,,2020,10648.0
Zuidplas,,1988,42762.0
Zuidplas,,2000,42762.0
Zuidplas,,2005,42762.0
Zuidplas,,2019,42762.0
Zuidplas,,2020,43885.0
Zuidwolde,,1988,9447.0
Zuidwolde,,2000,9447.0
Zuidwolde,,2005,9447.0
Zuidwolde,,2019,9447.0
Zuidwolde,,2020,9447.0
Zundert,,1988,13333.0
Zundert,,2000,20155.0
Zundert,,2005,20554.0
Zundert,,2019,21612.0
Zundert,,2020,21829.0
Zutphen,,1988,30942.0
Zutphen,,2000,35165.0
Zutphen,,2005,46192.0
Zutphen,,2019,47609.0
Zutphen,,2020,47934.0
Zwartewaterland,,1988,21877.0
Zwartewaterland,,2000,21877.0
Zwartewaterland,,2005,21877.0
Zwartewaterland,,2019,22503.0
Zwartewaterland,,2020,22685.0
Zwartsluis,,1988,4507.0
Zwartsluis,,2000,4661.0
Zwartsluis,,2005,4661.0
Zwartsluis,,2019,4661.0
Zwartsluis,,2020,4661.0
Zweeloo,,1988,2754.0
Zweeloo,,2000,2754.0
Zweeloo,,2005,2754.0
Zweeloo,,2019,2754.0
Zweeloo,,2020,2754.0
Zwijndrecht,,1988,41114.0
Zwijndrecht,,2000,41515.0
Zwijndrecht,,2005,45209.0
Zwijndrecht,,2019,44639.0
Zwijndrecht,,2020,44737.0
Zwolle,,1988,90570.0
Zwolle,,2000,105801.0
Zwolle,,2005,111900.0
Zwolle,,2019,127497.0
Zwolle,,2020,128840.0
Centraal persoonsregister (CPR),,1988,1419.0
Centraal persoonsregister (CPR),,2000,1419.0
Centraal persoonsregister (CPR),,2005,1419.0
Centraal persoonsregister (CPR),,2019,1419.0
Centraal persoonsregister (CPR),,2020,1419.0
