Entity,Code,Year,Population
Koblenz,07111,2021,113638.0
Koblenz,07111,2022,113294.0
Koblenz,07111,2023,113346.0
Koblenz,07111,2024,113378.0
Konstanz,08335,2020,286876.0
Konstanz,08335,2021,288097.0
Konstanz,08335,2022,289613.0
Konstanz,08335,2023,291397.0
Konstanz,08335,2024,291841.0
Krefeld,05114,2020,226844.0
Krefeld,05114,2021,227050.0
Krefeld,05114,2022,230375.0
Krefeld,05114,2023,230393.0
Krefeld,05114,2024,231406.0
Kronach,09476,2020,66355.0
Kronach,09476,2021,66091.0
Kronach,09476,2022,65087.0
Kronach,09476,2023,65009.0
Kronach,09476,2024,64545.0
Kulmbach,09477,2020,71428.0
Kulmbach,09477,2021,71328.0
Kulmbach,09477,2022,71439.0
Kulmbach,09477,2023,71752.0
Kulmbach,09477,2024,71518.0
Kusel,07336,2020,70105.0
Kusel,07336,2021,69949.0
Kusel,07336,2022,70124.0
Kusel,07336,2023,69846.0
Kusel,07336,2024,69334.0
Kyffhäuserkreis,16065,2020,73522.0
Kyffhäuserkreis,16065,2021,72964.0
Kyffhäuserkreis,16065,2022,73022.0
Kyffhäuserkreis,16065,2023,72556.0
Kyffhäuserkreis,16065,2024,71738.0
Köln,05315,2020,1083498.0
Köln,05315,2021,1073096.0
Köln,05315,2022,1021253.0
Köln,05315,2023,1024408.0
Köln,05315,2024,1024621.0
Köthen,15159,2020,
Köthen,15159,2021,
Köthen,15159,2022,
Köthen,15159,2023,
Köthen,15159,2024,
Lahn-Dill-Kreis,06532,2020,253373.0
Lahn-Dill-Kreis,06532,2021,253364.0
Lahn-Dill-Kreis,06532,2022,253208.0
Lahn-Dill-Kreis,06532,2023,254444.0
Lahn-Dill-Kreis,06532,2024,254074.0
Landau in der Pfalz,07313,2020,46685.0
Landau in der Pfalz,07313,2021,46919.0
Landau in der Pfalz,07313,2022,47455.0
Landau in der Pfalz,07313,2023,48202.0
Landau in der Pfalz,07313,2024,48209.0
Landsberg am Lech,09181,2020,121019.0
Landsberg am Lech,09181,2021,121466.0
Landsberg am Lech,09181,2022,119654.0
Landsberg am Lech,09181,2023,120966.0
Landsberg am Lech,09181,2024,122107.0
Landshut,09261,2020,73065.0
Landshut,09274,2020,161191.0
Landshut,09261,2021,73150.0
Landshut,09274,2021,162331.0
Landshut,09261,2022,68743.0
Landshut,09274,2022,160256.0
Landshut,09261,2023,68741.0
Landshut,09274,2023,161180.0
Landshut,09261,2024,71863.0
Landshut,09274,2024,162170.0
Leer,03457,2020,171483.0
Leer,03457,2021,172421.0
Leer,03457,2022,169390.0
Leer,03457,2023,169111.0
Leer,03457,2024,169103.0
Leipzig,14365,2020,
Leipzig,14713,2020,597493.0
Leipzig,14729,2020,258386.0
Leipzig,14365,2021,
Leipzig,14713,2021,601866.0
Leipzig,14729,2021,258214.0
Leipzig,14365,2022,
Leipzig,14713,2022,603578.0
Leipzig,14729,2022,259568.0
Leipzig,14365,2023,
Leipzig,14713,2023,608013.0
Leipzig,14729,2023,260706.0
Leipzig,14365,2024,
Leipzig,14713,2024,611850.0
Leipzig,14729,2024,260127.0
Leipziger Land,14379,2020,
Leipziger Land,14379,2021,
Leipziger Land,14379,2022,
Leipziger Land,14379,2023,
Leipziger Land,14379,2024,
Leverkusen,05316,2020,163905.0
Leverkusen,05316,2021,163851.0
Leverkusen,05316,2022,167174.0
Leverkusen,05316,2023,167850.0
Leverkusen,05316,2024,168581.0
Lichtenfels,09478,2020,66722.0
Lichtenfels,09478,2021,66741.0
Lichtenfels,09478,2022,67466.0
Lichtenfels,09478,2023,67716.0
Lichtenfels,09478,2024,67379.0
Limburg-Weilburg,06533,2020,172291.0
Limburg-Weilburg,06533,2021,172759.0
Limburg-Weilburg,06533,2022,173484.0
Limburg-Weilburg,06533,2023,174281.0
Limburg-Weilburg,06533,2024,173830.0
Lindau (Bodensee),09776,2020,82085.0
Lindau (Bodensee),09776,2021,82330.0
Lindau (Bodensee),09776,2022,81874.0
Lindau (Bodensee),09776,2023,82224.0
Lindau (Bodensee),09776,2024,82411.0
Lippe,05766,2020,346970.0
Lippe,05766,2021,346151.0
Lippe,05766,2022,348275.0
Lippe,05766,2023,347613.0
Lippe,05766,2024,347149.0
Ludwigsburg,08118,2020,544971.0
Ludwigsburg,08118,2021,544679.0
Ludwigsburg,08118,2022,532109.0
Ludwigsburg,08118,2023,534808.0
Ludwigsburg,08118,2024,535374.0
Ludwigshafen am Rhein,07314,2020,172557.0
Ludwigshafen am Rhein,07314,2021,172145.0
Ludwigshafen am Rhein,07314,2022,173869.0
Ludwigshafen am Rhein,07314,2023,175816.0
Ludwigshafen am Rhein,07314,2024,177222.0
Ludwigslust,13054,2020,
Ludwigslust,13054,2021,
Ludwigslust,13054,2022,
Ludwigslust,13054,2023,
Ludwigslust,13054,2024,
Ludwigslust-Parchim,13076,2020,211844.0
Ludwigslust-Parchim,13076,2021,211899.0
Ludwigslust-Parchim,13076,2022,209244.0
Ludwigslust-Parchim,13076,2023,209372.0
Ludwigslust-Parchim,13076,2024,208092.0
Löbau-Zittau,14286,2020,
Löbau-Zittau,14286,2021,
Löbau-Zittau,14286,2022,
Löbau-Zittau,14286,2023,
Löbau-Zittau,14286,2024,
Lörrach,08336,2020,228842.0
Lörrach,08336,2021,229445.0
Lörrach,08336,2022,235252.0
Lörrach,08336,2023,237212.0
Lörrach,08336,2024,238263.0
Lübeck,01003,2020,215846.0
Lübeck,01003,2021,216277.0
Lübeck,01003,2022,216097.0
Lübeck,01003,2023,217061.0
Lübeck,01003,2024,216889.0
Lüchow-Dannenberg,03354,2020,48503.0
Lüchow-Dannenberg,03354,2021,48472.0
Lüchow-Dannenberg,03354,2022,46791.0
Lüchow-Dannenberg,03354,2023,46815.0
Lüchow-Dannenberg,03354,2024,46502.0
Lüneburg,03355,2020,184235.0
Lüneburg,03355,2021,185129.0
Lüneburg,03355,2022,178099.0
Lüneburg,03355,2023,179403.0
Lüneburg,03355,2024,179448.0
Magdeburg,15003,2020,235775.0
Magdeburg,15303,2020,
Magdeburg,15003,2021,236188.0
Magdeburg,15303,2021,
Magdeburg,15003,2022,241753.0
Magdeburg,15303,2022,
Magdeburg,15003,2023,242491.0
Magdeburg,15303,2023,
Magdeburg,15003,2024,244329.0
Magdeburg,15303,2024,
Main-Kinzig-Kreis,06435,2020,421689.0
Main-Kinzig-Kreis,06435,2021,423465.0
Main-Kinzig-Kreis,06435,2022,415753.0
Main-Kinzig-Kreis,06435,2023,419055.0
Main-Kinzig-Kreis,06435,2024,420914.0
Main-Spessart,09677,2020,125976.0
Main-Spessart,09677,2021,126105.0
Main-Spessart,09677,2022,125270.0
Main-Spessart,09677,2023,125814.0
Main-Spessart,09677,2024,125282.0
Main-Tauber-Kreis,08128,2020,132684.0
Main-Tauber-Kreis,08128,2021,132956.0
Main-Tauber-Kreis,08128,2022,132793.0
Main-Tauber-Kreis,08128,2023,133459.0
Main-Tauber-Kreis,08128,2024,133169.0
Main-Taunus-Kreis,06436,2020,239264.0
Main-Taunus-Kreis,06436,2021,239276.0
Main-Taunus-Kreis,06436,2022,237671.0
Main-Taunus-Kreis,06436,2023,238593.0
Main-Taunus-Kreis,06436,2024,238775.0
Mainz,07315,2020,217123.0
Mainz,07315,2021,217556.0
Mainz,07315,2022,221516.0
Mainz,07315,2023,223871.0
Mainz,07315,2024,224684.0
Mainz-Bingen,07339,2020,211525.0
Mainz-Bingen,07339,2021,212420.0
Mainz-Bingen,07339,2022,205823.0
Mainz-Bingen,07339,2023,206220.0
Mainz-Bingen,07339,2024,206454.0
Mannheim,08222,2020,309721.0
Mannheim,08222,2021,311831.0
Mannheim,08222,2022,314961.0
Mannheim,08222,2023,316256.0
Mannheim,08222,2024,318035.0
Mansfeld-Südharz,15087,2020,133690.0
Mansfeld-Südharz,15087,2021,132317.0
Mansfeld-Südharz,15087,2022,131107.0
Mansfeld-Südharz,15087,2023,130162.0
Mansfeld-Südharz,15087,2024,129029.0
Mansfelder Land,15260,2020,
Mansfelder Land,15260,2021,
Mansfelder Land,15260,2022,
Mansfelder Land,15260,2023,
Mansfelder Land,15260,2024,
Marburg-Biedenkopf,06534,2020,245903.0
Marburg-Biedenkopf,06534,2021,246097.0
Marburg-Biedenkopf,06534,2022,242197.0
Marburg-Biedenkopf,06534,2023,243093.0
Marburg-Biedenkopf,06534,2024,242805.0
Mayen-Koblenz,07137,2020,214786.0
Mayen-Koblenz,07137,2021,215446.0
Mayen-Koblenz,07137,2022,216056.0
Mayen-Koblenz,07137,2023,216874.0
Mayen-Koblenz,07137,2024,217228.0
Mecklenburg-Strelitz,13055,2020,
Mecklenburg-Strelitz,13055,2021,
Mecklenburg-Strelitz,13055,2022,
Mecklenburg-Strelitz,13055,2023,
Mecklenburg-Strelitz,13055,2024,
Mecklenburgische Seenplatte,13071,2020,258057.0
Mecklenburgische Seenplatte,13071,2021,257525.0
Mecklenburgische Seenplatte,13071,2022,247735.0
Mecklenburgische Seenplatte,13071,2023,247575.0
Mecklenburgische Seenplatte,13071,2024,246318.0
Meißen,14280,2020,
Meißen,14627,2020,240371.0
Meißen,14280,2021,
Meißen,14627,2021,239344.0
Meißen,14280,2022,
Meißen,14627,2022,240519.0
Meißen,14280,2023,
Meißen,14627,2023,240368.0
Meißen,14280,2024,
Meißen,14627,2024,239221.0
Memmingen,09764,2020,44360.0
Memmingen,09764,2021,44721.0
Memmingen,09764,2022,43696.0
Memmingen,09764,2023,44048.0
Memmingen,09764,2024,44192.0
Merseburg-Querfurt,15261,2020,
Merseburg-Querfurt,15261,2021,
Merseburg-Querfurt,15261,2022,
Merseburg-Querfurt,15261,2023,
Merseburg-Querfurt,15261,2024,
Merzig-Wadern,10042,2020,103471.0
Merzig-Wadern,10042,2021,103426.0
Merzig-Wadern,10042,2022,109393.0
Merzig-Wadern,10042,2023,109336.0
Merzig-Wadern,10042,2024,108779.0
Mettmann,05158,2020,484322.0
Mettmann,05158,2021,484411.0
Mettmann,05158,2022,489246.0
Mettmann,05158,2023,489760.0
Mettmann,05158,2024,490910.0
Miesbach,09182,2020,100183.0
Miesbach,09182,2021,99978.0
Miesbach,09182,2022,96557.0
Miesbach,09182,2023,96730.0
Miesbach,09182,2024,97152.0
Miltenberg,09676,2020,128743.0
Miltenberg,09676,2021,128782.0
Miltenberg,09676,2022,126649.0
Miltenberg,09676,2023,127204.0
Miltenberg,09676,2024,127547.0
Minden-Lübbecke,05770,2020,310270.0
Minden-Lübbecke,05770,2021,311214.0
Minden-Lübbecke,05770,2022,320648.0
Minden-Lübbecke,05770,2023,320925.0
Minden-Lübbecke,05770,2024,320557.0
Mittelsachsen,14522,2020,301474.0
Mittelsachsen,14522,2021,299329.0
Mittelsachsen,14522,2022,297991.0
Mittelsachsen,14522,2023,297766.0
Mittelsachsen,14522,2024,296431.0
Mittlerer Erzgebirgskreis (bis 31.07.2008),14181,2020,
Mittlerer Erzgebirgskreis (bis 31.07.2008),14181,2021,
Mittlerer Erzgebirgskreis (bis 31.07.2008),14181,2022,
Mittlerer Erzgebirgskreis (bis 31.07.2008),14181,2023,
Mittlerer Erzgebirgskreis (bis 31.07.2008),14181,2024,
Mittweida,14182,2020,
Mittweida,14182,2021,
Mittweida,14182,2022,
Mittweida,14182,2023,
Mittweida,14182,2024,
Muldentalkreis (bis 31.07.2008),14383,2020,
Muldentalkreis (bis 31.07.2008),14383,2021,
Muldentalkreis (bis 31.07.2008),14383,2022,
Muldentalkreis (bis 31.07.2008),14383,2023,
Muldentalkreis (bis 31.07.2008),14383,2024,
Märkisch-Oderland,12064,2020,197195.0
Märkisch-Oderland,12064,2021,197965.0
Märkisch-Oderland,12064,2022,196930.0
Märkisch-Oderland,12064,2023,197785.0
Märkisch-Oderland,12064,2024,197817.0
Märkischer Kreis,05962,2020,408662.0
Märkischer Kreis,05962,2021,406793.0
Märkischer Kreis,05962,2022,410629.0
Märkischer Kreis,05962,2023,408899.0
Märkischer Kreis,05962,2024,408046.0
Mönchengladbach,05116,2020,259665.0
Mönchengladbach,05116,2021,261001.0
Mönchengladbach,05116,2022,267333.0
Mönchengladbach,05116,2023,267667.0
Mönchengladbach,05116,2024,267213.0
Mühldorf am Inn,09183,2020,116483.0
Mühldorf am Inn,09183,2021,117606.0
Mühldorf am Inn,09183,2022,120317.0
Mühldorf am Inn,09183,2023,121263.0
Mühldorf am Inn,09183,2024,122037.0
Mülheim an der Ruhr,05117,2020,170921.0
Mülheim an der Ruhr,05117,2021,170739.0
Mülheim an der Ruhr,05117,2022,172054.0
Mülheim an der Ruhr,05117,2023,172887.0
Mülheim an der Ruhr,05117,2024,173050.0
München,09162,2020,1488202.0
München,09184,2020,349685.0
München,09162,2021,1487708.0
München,09184,2021,349837.0
München,09162,2022,1490516.0
München,09184,2022,350047.0
München,09162,2023,1488719.0
München,09184,2023,352771.0
München,09162,2024,1505005.0
München,09184,2024,354396.0
Münster,05515,2020,316403.0
Münster,05515,2021,317713.0
Münster,05515,2022,305222.0
Münster,05515,2023,307071.0
Münster,05515,2024,308258.0
Müritz,13056,2020,
Müritz,13056,2021,
Müritz,13056,2022,
Müritz,13056,2023,
Müritz,13056,2024,
Neckar-Odenwald-Kreis,08225,2020,143797.0
Neckar-Odenwald-Kreis,08225,2021,143929.0
Neckar-Odenwald-Kreis,08225,2022,145039.0
Neckar-Odenwald-Kreis,08225,2023,145681.0
Neckar-Odenwald-Kreis,08225,2024,145263.0
Neu-Ulm,09775,2020,175823.0
Neu-Ulm,09775,2021,177330.0
Neu-Ulm,09775,2022,180320.0
Neu-Ulm,09775,2023,182560.0
Neu-Ulm,09775,2024,183595.0
Neubrandenburg,13002,2020,
Neubrandenburg,13002,2021,
Neubrandenburg,13002,2022,
Neubrandenburg,13002,2023,
Neubrandenburg,13002,2024,
Neuburg-Schrobenhausen,09185,2020,97730.0
Neuburg-Schrobenhausen,09185,2021,98503.0
Neuburg-Schrobenhausen,09185,2022,97792.0
Neuburg-Schrobenhausen,09185,2023,98967.0
Neuburg-Schrobenhausen,09185,2024,99364.0
Neumarkt in der Oberpfalz,09373,2020,135225.0
Neumarkt in der Oberpfalz,09373,2021,136062.0
Neumarkt in der Oberpfalz,09373,2022,136901.0
Neumarkt in der Oberpfalz,09373,2023,138214.0
Neumarkt in der Oberpfalz,09373,2024,138693.0
Neumünster,01004,2020,79905.0
Neumünster,01004,2021,79496.0
Neumünster,01004,2022,78858.0
Neumünster,01004,2023,79461.0
Neumünster,01004,2024,79809.0
Neunkirchen,10043,2020,131172.0
Neunkirchen,10043,2021,130847.0
Neunkirchen,10043,2022,133544.0
Neunkirchen,10043,2023,133667.0
Neunkirchen,10043,2024,133179.0
Neustadt an der Aisch-Bad Windsheim,09575,2020,101272.0
Neustadt an der Aisch-Bad Windsheim,09575,2021,101788.0
Neustadt an der Aisch-Bad Windsheim,09575,2022,100568.0
Neustadt an der Aisch-Bad Windsheim,09575,2023,100982.0
Neustadt an der Aisch-Bad Windsheim,09575,2024,101043.0
Neustadt an der Waldnaab,09374,2020,94645.0
Neustadt an der Waldnaab,09374,2021,94838.0
Neustadt an der Waldnaab,09374,2022,95742.0
Neustadt an der Waldnaab,09374,2023,96209.0
Neustadt an der Waldnaab,09374,2024,96049.0
Neustadt an der Weinstraße,07316,2020,53306.0
Neustadt an der Weinstraße,07316,2021,53491.0
Neustadt an der Weinstraße,07316,2022,52759.0
Neustadt an der Weinstraße,07316,2023,52709.0
Neustadt an der Weinstraße,07316,2024,52945.0
Neuwied,07138,2020,183131.0
Neuwied,07138,2021,184390.0
Neuwied,07138,2022,187905.0
Neuwied,07138,2023,188656.0
Neuwied,07138,2024,189061.0
Niederschlesischer Oberlausitzkreis (b.31.07.2008),14284,2020,
Niederschlesischer Oberlausitzkreis (b.31.07.2008),14284,2021,
Niederschlesischer Oberlausitzkreis (b.31.07.2008),14284,2022,
Niederschlesischer Oberlausitzkreis (b.31.07.2008),14284,2023,
Niederschlesischer Oberlausitzkreis (b.31.07.2008),14284,2024,
Nienburg (Weser),03256,2020,121645.0
Nienburg (Weser),03256,2021,121773.0
Nienburg (Weser),03256,2022,121295.0
Nienburg (Weser),03256,2023,121723.0
Nienburg (Weser),03256,2024,121468.0
Nordfriesland,01054,2020,167147.0
Nordfriesland,01054,2021,167560.0
Nordfriesland,01054,2022,168886.0
Nordfriesland,01054,2023,170048.0
Nordfriesland,01054,2024,170029.0
Nordhausen,16062,2020,82456.0
Nordhausen,16062,2021,81687.0
Nordhausen,16062,2022,81811.0
Nordhausen,16062,2023,81502.0
Nordhausen,16062,2024,80762.0
Nordsachsen,14730,2020,197444.0
Nordsachsen,14730,2021,197529.0
Nordsachsen,14730,2022,200825.0
Nordsachsen,14730,2023,200778.0
Nordsachsen,14730,2024,199422.0
Nordvorpommern,13057,2020,
Nordvorpommern,13057,2021,
Nordvorpommern,13057,2022,
Nordvorpommern,13057,2023,
Nordvorpommern,13057,2024,
Nordwestmecklenburg,13058,2020,
Nordwestmecklenburg,13074,2020,157975.0
Nordwestmecklenburg,13058,2021,
Nordwestmecklenburg,13074,2021,158449.0
Nordwestmecklenburg,13058,2022,
Nordwestmecklenburg,13074,2022,157108.0
Nordwestmecklenburg,13058,2023,
Nordwestmecklenburg,13074,2023,157160.0
Nordwestmecklenburg,13058,2024,
Nordwestmecklenburg,13074,2024,156692.0
Northeim,03155,2020,131772.0
Northeim,03155,2021,131765.0
Northeim,03155,2022,126598.0
Northeim,03155,2023,126310.0
Northeim,03155,2024,125623.0
Nürnberg,09564,2020,515543.0
Nürnberg,09564,2021,510632.0
Nürnberg,09564,2022,523734.0
Nürnberg,09564,2023,526606.0
Nürnberg,09564,2024,529508.0
Nürnberger Land,09574,2020,171143.0
Nürnberger Land,09574,2021,171424.0
Nürnberger Land,09574,2022,168856.0
Nürnberger Land,09574,2023,169193.0
Nürnberger Land,09574,2024,168813.0
Oberallgäu,09780,2020,156308.0
Oberallgäu,09780,2021,157202.0
Oberallgäu,09780,2022,152664.0
Oberallgäu,09780,2023,153394.0
Oberallgäu,09780,2024,155413.0
Oberbergischer Kreis,05374,2020,271699.0
Oberbergischer Kreis,05374,2021,271621.0
Oberbergischer Kreis,05374,2022,273634.0
Oberbergischer Kreis,05374,2023,273963.0
Oberbergischer Kreis,05374,2024,274057.0
Oberhausen,05119,2020,209566.0
Oberhausen,05119,2021,208752.0
Oberhausen,05119,2022,213252.0
Oberhausen,05119,2023,213510.0
Oberhausen,05119,2024,213646.0
Oberhavel,12065,2020,214234.0
Oberhavel,12065,2021,215795.0
Oberhavel,12065,2022,216849.0
Oberhavel,12065,2023,217290.0
Oberhavel,12065,2024,217690.0
Oberspreewald-Lausitz,12066,2020,108396.0
Oberspreewald-Lausitz,12066,2021,107558.0
Oberspreewald-Lausitz,12066,2022,109091.0
Oberspreewald-Lausitz,12066,2023,108434.0
Oberspreewald-Lausitz,12066,2024,107793.0
Odenwaldkreis,06437,2020,96754.0
Odenwaldkreis,06437,2021,96953.0
Odenwaldkreis,06437,2022,94619.0
Odenwaldkreis,06437,2023,94246.0
Odenwaldkreis,06437,2024,93846.0
Oder-Spree,12067,2020,179276.0
Oder-Spree,12067,2021,179245.0
Oder-Spree,12067,2022,179748.0
Oder-Spree,12067,2023,180499.0
Oder-Spree,12067,2024,179817.0
Offenbach,06438,2020,356542.0
Offenbach,06438,2021,357466.0
Offenbach,06438,2022,353948.0
Offenbach,06438,2023,356578.0
Offenbach,06438,2024,358022.0
Offenbach am Main,06413,2020,130892.0
Offenbach am Main,06413,2021,131295.0
Offenbach am Main,06413,2022,130542.0
Offenbach am Main,06413,2023,131845.0
Offenbach am Main,06413,2024,132746.0
Ohrekreis (bis 30.06.2007),15362,2020,
Ohrekreis (bis 30.06.2007),15362,2021,
Ohrekreis (bis 30.06.2007),15362,2022,
Ohrekreis (bis 30.06.2007),15362,2023,
Ohrekreis (bis 30.06.2007),15362,2024,
Oldenburg,03458,2020,131467.0
Oldenburg,03458,2021,132091.0
Oldenburg,03458,2022,131228.0
Oldenburg,03458,2023,131965.0
Oldenburg,03458,2024,132008.0
Oldenburg (Oldenburg),03403,2020,169605.0
Oldenburg (Oldenburg),03403,2021,170389.0
Oldenburg (Oldenburg),03403,2022,174445.0
Oldenburg (Oldenburg),03403,2023,176242.0
Oldenburg (Oldenburg),03403,2024,176614.0
Olpe,05966,2020,133362.0
Olpe,05966,2021,133120.0
Olpe,05966,2022,132519.0
Olpe,05966,2023,132426.0
Olpe,05966,2024,132346.0
Ortenaukreis,08317,2020,432580.0
Ortenaukreis,08317,2021,434535.0
Ortenaukreis,08317,2022,440768.0
Ortenaukreis,08317,2023,443482.0
Ortenaukreis,08317,2024,444858.0
Osnabrück,03404,2020,164223.0
Osnabrück,03459,2020,359471.0
Osnabrück,03404,2021,165034.0
Osnabrück,03459,2021,361550.0
Osnabrück,03404,2022,165741.0
Osnabrück,03459,2022,356060.0
Osnabrück,03404,2023,165686.0
Osnabrück,03459,2023,356194.0
Osnabrück,03404,2024,166057.0
Osnabrück,03459,2024,354821.0
Ostalbkreis,08136,2020,314294.0
Ostalbkreis,08136,2021,315009.0
Ostalbkreis,08136,2022,316343.0
Ostalbkreis,08136,2023,317263.0
Ostalbkreis,08136,2024,317427.0
Ostallgäu,09777,2020,141907.0
Ostallgäu,09777,2021,143236.0
Ostallgäu,09777,2022,140153.0
Ostallgäu,09777,2023,141137.0
Ostallgäu,09777,2024,142047.0
Osterholz,03356,2020,114640.0
Osterholz,03356,2021,115054.0
Osterholz,03356,2022,113800.0
Osterholz,03356,2023,113784.0
Osterholz,03356,2024,113598.0
Osterode am Harz,03156,2020,
Osterode am Harz,03156,2021,
Osterode am Harz,03156,2022,
Osterode am Harz,03156,2023,
Osterode am Harz,03156,2024,
Ostholstein,01055,2020,201487.0
Ostholstein,01055,2021,202014.0
Ostholstein,01055,2022,200802.0
Ostholstein,01055,2023,201529.0
Ostholstein,01055,2024,201472.0
Ostprignitz-Ruppin,12068,2020,98808.0
Ostprignitz-Ruppin,12068,2021,98829.0
Ostprignitz-Ruppin,12068,2022,99294.0
Ostprignitz-Ruppin,12068,2023,99372.0
Ostprignitz-Ruppin,12068,2024,99152.0
Ostvorpommern,13059,2020,
Ostvorpommern,13059,2021,
Ostvorpommern,13059,2022,
Ostvorpommern,13059,2023,
Ostvorpommern,13059,2024,
Paderborn,05774,2020,308335.0
Paderborn,05774,2021,309380.0
Paderborn,05774,2022,313921.0
Paderborn,05774,2023,315606.0
Paderborn,05774,2024,315912.0
Parchim,13060,2020,
Parchim,13060,2021,
Parchim,13060,2022,
Parchim,13060,2023,
Parchim,13060,2024,
Passau,09262,2020,52415.0
Passau,09275,2020,193454.0
Passau,09262,2021,53093.0
Passau,09275,2021,194090.0
Passau,09262,2022,52361.0
Passau,09275,2022,193080.0
Passau,09262,2023,52894.0
Passau,09275,2023,194068.0
Passau,09262,2024,53039.0
Passau,09275,2024,194699.0
Peine,03157,2020,135844.0
Peine,03157,2021,136960.0
Peine,03157,2022,136719.0
Peine,03157,2023,136983.0
Peine,03157,2024,137045.0
Pfaffenhofen an der Ilm,09186,2020,129128.0
Pfaffenhofen an der Ilm,09186,2021,129772.0
Pfaffenhofen an der Ilm,09186,2022,128537.0
Pfaffenhofen an der Ilm,09186,2023,129497.0
Pfaffenhofen an der Ilm,09186,2024,130781.0
Pforzheim,08231,2020,126016.0
Pforzheim,08231,2021,125529.0
Pforzheim,08231,2022,133896.0
Pforzheim,08231,2023,135087.0
Pforzheim,08231,2024,134912.0
Pinneberg,01056,2020,317085.0
Pinneberg,01056,2021,318326.0
Pinneberg,01056,2022,321849.0
Pinneberg,01056,2023,323762.0
Pinneberg,01056,2024,325223.0
Pirmasens,07317,2020,40176.0
Pirmasens,07317,2021,40054.0
Pirmasens,07317,2022,39324.0
Pirmasens,07317,2023,39576.0
Pirmasens,07317,2024,39761.0
Plauen,14166,2020,
Plauen,14166,2021,
Plauen,14166,2022,
Plauen,14166,2023,
Plauen,14166,2024,
Plön,01057,2020,129353.0
Plön,01057,2021,129687.0
Plön,01057,2022,130494.0
Plön,01057,2023,130635.0
Plön,01057,2024,130609.0
Potsdam,12054,2020,182112.0
Potsdam,12054,2021,183154.0
Potsdam,12054,2022,182987.0
Potsdam,12054,2023,184290.0
Potsdam,12054,2024,184754.0
Potsdam-Mittelmark,12069,2020,217954.0
Potsdam-Mittelmark,12069,2021,219521.0
Potsdam-Mittelmark,12069,2022,219092.0
Potsdam-Mittelmark,12069,2023,220158.0
Potsdam-Mittelmark,12069,2024,221268.0
Prignitz,12070,2020,76096.0
Prignitz,12070,2021,75574.0
Prignitz,12070,2022,76322.0
Prignitz,12070,2023,76148.0
Prignitz,12070,2024,75595.0
Quedlinburg,15364,2020,
Quedlinburg,15364,2021,
Quedlinburg,15364,2022,
Quedlinburg,15364,2023,
Quedlinburg,15364,2024,
Rastatt,08216,2020,232091.0
Rastatt,08216,2021,232296.0
Rastatt,08216,2022,230698.0
Rastatt,08216,2023,231356.0
Rastatt,08216,2024,230737.0
Ravensburg,08436,2020,285888.0
Ravensburg,08436,2021,287011.0
Ravensburg,08436,2022,287393.0
Ravensburg,08436,2023,289725.0
Ravensburg,08436,2024,291102.0
Recklinghausen,05562,2020,613599.0
Recklinghausen,05562,2021,612801.0
Recklinghausen,05562,2022,621933.0
Recklinghausen,05562,2023,622855.0
Recklinghausen,05562,2024,621305.0
Regen,09276,2020,77313.0
Regen,09276,2021,77176.0
Regen,09276,2022,77503.0
Regen,09276,2023,77439.0
Regen,09276,2024,77267.0
Regensburg,09362,2020,152270.0
Regensburg,09375,2020,194275.0
Regensburg,09362,2021,153542.0
Regensburg,09375,2021,195225.0
Regensburg,09362,2022,147509.0
Regensburg,09375,2022,191651.0
Regensburg,09362,2023,149664.0
Regensburg,09375,2023,193801.0
Regensburg,09362,2024,151389.0
Regensburg,09375,2024,196213.0
Region Hannover,03241,2020,1155330.0
Region Hannover,03241,2021,1157541.0
Region Hannover,03241,2022,1134284.0
Region Hannover,03241,2023,1138943.0
Region Hannover,03241,2024,1140888.0
Regionalverband Saarbrücken,10041,2020,327502.0
Regionalverband Saarbrücken,10041,2021,327284.0
Regionalverband Saarbrücken,10041,2022,330672.0
Regionalverband Saarbrücken,10041,2023,332416.0
Regionalverband Saarbrücken,10041,2024,333149.0
Rems-Murr-Kreis,08119,2020,427286.0
Rems-Murr-Kreis,08119,2021,427316.0
Rems-Murr-Kreis,08119,2022,438079.0
Rems-Murr-Kreis,08119,2023,440103.0
Rems-Murr-Kreis,08119,2024,440696.0
Remscheid,05120,2020,111516.0
Remscheid,05120,2021,111770.0
Remscheid,05120,2022,113731.0
Remscheid,05120,2023,114061.0
Remscheid,05120,2024,113828.0
Rendsburg-Eckernförde,01058,2020,274765.0
Rendsburg-Eckernförde,01058,2021,276053.0
Rendsburg-Eckernförde,01058,2022,276964.0
Rendsburg-Eckernförde,01058,2023,277888.0
Rendsburg-Eckernförde,01058,2024,278058.0
Reutlingen,08415,2020,287497.0
Reutlingen,08415,2021,288158.0
Reutlingen,08415,2022,291335.0
Reutlingen,08415,2023,293385.0
Reutlingen,08415,2024,293483.0
Rhein-Erft-Kreis,05362,2020,469611.0
Rhein-Erft-Kreis,05362,2021,471891.0
Rhein-Erft-Kreis,05362,2022,473669.0
Rhein-Erft-Kreis,05362,2023,476412.0
Rhein-Erft-Kreis,05362,2024,477988.0
Rhein-Hunsrück-Kreis,07140,2020,103401.0
Rhein-Hunsrück-Kreis,07140,2021,103767.0
Rhein-Hunsrück-Kreis,07140,2022,105740.0
Rhein-Hunsrück-Kreis,07140,2023,106390.0
Rhein-Hunsrück-Kreis,07140,2024,106705.0
Rhein-Kreis Neuss,05162,2020,452001.0
